@relation dataset_quejapp_nominal_utf8_proff

@attribute tipo {Peticion,Reclamo,Felicitacion,Queja,Sugerencia}
@attribute canal {Web,Email,Telefono,Presencial,Escrito,Buzon}
@attribute dia {miercoles,jueves,viernes,martes,lunes}
@attribute mes {enero,marzo,febrero,mayo,abril,junio,julio,agosto,septiembre,diciembre,octubre,noviembre}
@attribute clase {Lento,Rapido,MuyRapido,MuyLento}

@data
Peticion,Presencial,miercoles,marzo,MuyRapido
Queja,Escrito,miercoles,marzo,MuyLento
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Web,miercoles,marzo,Rapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Email,miercoles,marzo,MuyRapido
Peticion,Escrito,miercoles,marzo,MuyLento
Queja,Web,jueves,marzo,MuyRapido
Peticion,Email,jueves,marzo,MuyLento
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Telefono,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Telefono,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Queja,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Web,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Telefono,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Telefono,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Telefono,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Queja,Web,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Telefono,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Web,jueves,marzo,MuyRapido
Reclamo,Email,viernes,marzo,Lento
Sugerencia,Web,viernes,junio,Rapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Reclamo,Email,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Web,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Email,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Presencial,lunes,marzo,MuyRapido
Peticion,Web,lunes,marzo,MuyRapido
Peticion,Web,lunes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Email,martes,marzo,MuyLento
Queja,Web,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Queja,Web,miercoles,julio,MuyRapido
Peticion,Presencial,martes,marzo,MuyRapido
Peticion,Telefono,martes,marzo,MuyRapido
Peticion,Telefono,martes,marzo,MuyRapido
Peticion,Web,martes,marzo,MuyRapido
Reclamo,Escrito,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Email,miercoles,marzo,Rapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Telefono,miercoles,marzo,MuyRapido
Peticion,Presencial,miercoles,marzo,MuyRapido
Peticion,Web,miercoles,marzo,Rapido
Peticion,Email,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Presencial,jueves,marzo,MuyRapido
Peticion,Escrito,jueves,marzo,Rapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Telefono,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Web,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Presencial,viernes,marzo,MuyRapido
Peticion,Escrito,viernes,marzo,MuyRapido
Peticion,Web,viernes,marzo,Lento
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Telefono,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Web,martes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Web,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Telefono,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Telefono,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Telefono,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Email,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Telefono,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Reclamo,Telefono,miercoles,abril,MuyLento
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
Peticion,Telefono,lunes,abril,MuyRapido
Peticion,Presencial,lunes,abril,MuyRapido
